feature,class
"[-143.6741      126.28889     -34.305916    -11.033168    -36.003014
  -15.756666    -24.96858      -5.863904    -16.673845      9.136442
  -10.487956    -10.957634     -8.489246     -4.672164    -10.053893
   -8.006058     -8.506896     -1.5513711    -6.743466      0.40707818
   -6.555792     -7.0315213    -4.6384845    -2.9749987    -6.1290774
   -2.5795972    -5.852027     -1.1895506    -4.290037     -1.321343
   -3.9095163    -0.20424734   -5.420255     -1.1428728    -3.1994915
   -1.6124492    -3.3491032    -2.0981953    -3.8531642    -0.19358414]",laughing
"[-5.8884686e+01  1.2408576e+02 -5.9495163e+01 -1.7923122e+01
 -4.8710358e+01 -1.7157675e+01 -1.7950632e+01 -2.9166615e+00
 -1.1851140e+01  1.3322748e+01 -4.0861168e+00 -1.0541737e+01
 -8.9387522e+00 -6.1191812e+00 -8.8444366e+00 -7.6990671e+00
 -8.1306210e+00 -1.7505310e+00 -4.4478941e+00 -1.0878193e+00
 -8.2167606e+00 -3.8015563e+00 -1.6519750e+00 -1.3105193e+00
 -5.1392293e+00 -3.4968596e+00 -5.1642575e+00 -1.3791274e+00
 -5.8376527e+00 -9.9018449e-01 -3.7692611e+00 -4.2802560e-01
 -2.7308273e+00 -9.3375778e-01 -2.7599308e+00 -4.4281363e-01
 -2.3079402e+00  6.2568665e-01 -1.8842107e+00  5.3841963e-02]",laughing
"[-129.28683     108.70037     -26.35149     -17.156403    -33.857254
  -12.346788    -26.005278     -4.105714    -13.374998      9.688163
   -9.482282    -11.082872     -9.195154     -2.7881124    -8.396313
   -3.5925415    -7.9610085    -1.1939136    -6.2005377     0.3782948
   -5.2118034    -2.5163667    -3.6941936    -1.4051453    -4.1625004
   -0.73628163   -4.6213627    -0.47535968   -4.6459923    -1.0879519
   -4.3278475     0.16937669   -5.0084114    -1.8091011    -4.4563913
   -1.7550735    -4.2936654     0.7218197    -4.2818604    -0.568576  ]",laughing
"[-3.8778479e+02  9.1073624e+01 -3.5370026e+01 -1.9951693e+01
 -2.3901049e+01 -3.9327092e+00 -7.4856286e+00 -2.4333303e+00
 -1.3464861e+01 -2.7949758e+00  2.7806568e+00 -4.9206576e+00
 -4.2326069e+00 -1.5402122e+00  4.8105798e+00  3.2472064e+00
 -1.8784879e+00  5.5438290e+00  2.9002359e+00  3.9976535e+00
  3.8619893e+00  5.5796318e+00  1.2037331e+00  8.1230348e-01
  2.4044065e+00  2.2113092e+00  3.0074136e+00  4.9892583e+00
  3.0101521e+00  2.7677708e+00  1.0113821e+00  2.5596714e+00
  1.5803587e+00  2.8084135e+00  1.7517135e+00  2.1338947e+00
  6.8798208e-01  1.1941161e+00  3.7292439e-01  9.6095246e-01]",laughing
"[-244.00452     114.03118     -13.267877     -5.811507     -6.457658
  -11.672236    -17.90754     -19.404062    -19.415125     -2.617213
   -0.96859795  -17.369963     -2.800227      4.0389442    14.164453
   16.366781      3.0783799     6.7897487     9.833593     -2.7843063
    4.7064047     1.6453013    -3.6968362     0.80116695    1.9187833
   -4.2331696    -5.4830604     3.5230682    -4.130359     -1.9216707
   -3.942541      2.5104864    -0.55641985    0.62090755   -0.6835665
    1.5236274    -2.9602525     0.59360033    2.4988985     2.1640024 ]",laughing
"[-4.1464078e+02  6.1044506e+01 -2.8274080e+01 -1.7370808e+01
 -1.1083312e+01 -1.1299624e+00  5.8797555e+00 -6.0606527e-01
 -3.3684087e+00 -2.6306400e+00 -5.9433527e+00 -6.7252970e-01
 -1.2125808e+00  4.4248667e+00  8.0802069e+00  1.3483285e+00
  1.3213304e+00 -9.7562206e-01  8.5951728e-01  4.1132092e+00
  3.9492359e+00  2.3869100e+00 -6.7281961e-01 -6.8772477e-01
 -1.7674729e+00 -2.0631123e-01 -1.5934534e+00 -6.0487914e-01
  1.0197780e+00 -8.8108748e-01 -4.8070091e-01  1.1527762e+00
 -7.5789177e-01 -7.9452872e-01  5.7836592e-01 -1.2476420e-01
  2.8641358e-01  6.8593365e-01  1.7337044e+00  1.3619113e+00]",laughing
"[-3.9984995e+02  5.1828976e+01 -3.6662846e+01 -9.9767408e+00
 -4.7498288e+00 -6.5636654e+00 -5.3560495e+00  1.7508500e+00
 -3.4091904e+00  1.7046309e+01  1.1852679e+00 -2.4948615e-01
  1.3168957e+01  7.5558753e+00 -1.1694618e+00  1.3213903e+00
 -4.2501316e+00  7.3066010e+00  2.8944516e-01  2.8763456e+00
  2.2398300e+00  5.1028814e+00  2.7548678e+00  3.0848498e+00
 -1.0678005e-01 -8.4102683e-02  2.1337192e+00  6.1567193e-01
 -6.8961519e-01  2.6831605e+00 -7.4981563e-02 -5.5275989e-01
  1.3323039e+00  2.2480104e+00  1.3441668e+00  5.9519702e-01
 -2.8302079e-01  8.1631511e-01  5.4491874e-02  1.1061426e+00]",laughing
"[-5.74308899e+02  2.43354263e+01 -6.25465775e+00 -9.97773767e-01
 -1.57365441e-01  3.14929295e+00  3.75595665e+00  1.13586295e+00
  2.52430677e+00  5.43729353e+00 -1.86903811e+00 -2.79046983e-01
  5.71586676e-02  4.95277786e+00  3.89167881e+00  1.34432817e+00
  5.81634140e+00  1.10483241e+00 -1.65415084e+00 -5.24284065e-01
 -4.48911333e+00 -1.24298704e+00  4.15630192e-01 -2.21355200e+00
 -1.27570117e+00 -1.47527146e+00 -1.14336595e-01  3.99353534e-01
 -1.09801710e-01  1.39994586e+00  1.65578257e-02  7.73301184e-01
  8.67815793e-01  6.69558406e-01  4.11129206e-01  1.26698673e+00
  5.86120665e-01  9.59102988e-01 -5.90235591e-01  9.46580410e-01]",laughing
"[-2.8384836e+02  6.5676819e+01 -2.0651756e+01 -2.1216691e+00
 -1.2261671e+01 -2.3494017e+00 -1.6398594e+01 -4.1825848e+00
 -7.9492645e+00  1.0075649e+01 -1.0661498e+00  6.4421663e+00
  7.7560802e+00  8.5706673e+00 -2.0521371e+00 -5.7809405e+00
  2.3040362e-01  3.9992235e+00 -1.5309598e+00  1.9928422e+00
 -9.0060806e-01  8.9989543e-01  1.6808404e+00 -1.2948009e+00
 -2.5528078e+00  1.8709718e+00  2.9249623e-01  3.7146741e-01
 -6.5556532e-01 -6.5545952e-01  2.9027462e+00  2.6661668e+00
  4.3450618e-01  1.1637248e+00 -3.6448878e-01  1.4680936e+00
 -2.6724922e-02  3.4754720e-01  1.4492904e-01  6.7285043e-01]",laughing
"[-4.5716711e+02  8.0324379e+01 -3.3694241e+01 -5.9752526e+00
 -3.6199820e+00  3.7119455e+00  2.3458179e+01  1.4786745e+01
 -9.7175837e+00  4.9900951e+00  1.0908513e+01  7.7872233e+00
  2.1913240e+00  4.1125889e+00  3.4930394e+00  4.1724300e+00
  5.4117584e-01  1.3154455e+00  1.6542369e-01  1.4130630e+00
  8.1839269e-01  6.2023692e+00  2.4772298e-01  3.4218917e+00
  4.9685484e-01  3.1695912e+00  1.3479453e+00  3.4265761e+00
  1.5754316e+00  5.1466174e+00  1.3313490e-01  4.2064528e+00
  1.2491130e+00  8.1918329e-01 -2.8217447e-01  2.5727079e+00
  2.6567048e-01  8.4442061e-01  9.6811719e-02  1.3495742e+00]",laughing
"[-345.9935      181.11168     -18.791552     -4.8573112   -14.923503
  -43.161327    -23.550066      6.751248      0.8922902   -13.431933
    3.1899917   -11.153924    -16.3869       13.873176     -2.916101
  -19.260704     -3.2079792    -3.3625395    -9.458056     -8.7060995
    1.5521752     6.3777065    -7.1582327    -5.233202      2.4395094
   -5.184144     -3.2519073    -1.0057545    -4.685197      1.4421434
    0.51567185   -3.1238127     3.36485       1.6982964    -0.78226036
    3.3438447     0.627338     -1.7727907    -0.9611195    -1.0023602 ]",laughing
"[-3.0909027e+02  3.2229172e+01 -6.5033287e+01 -2.1526804e+00
 -7.1487589e+00  1.2931558e+01  1.4880218e+01  2.0915972e-01
 -1.0392391e+01  2.9876049e+00  8.2551708e+00  4.9199197e-01
  8.7912827e+00  4.3775172e+00  2.0596333e+00 -8.4559506e-01
 -1.1703354e+00  6.3026867e+00  2.6094630e+00  5.6151180e+00
  8.4382844e-01  2.2587078e+00  2.5446303e+00  2.0758014e+00
  6.3514624e+00  4.2095618e+00  1.5587957e+00  3.9048200e+00
  3.3096874e+00  2.7125738e+00  1.6030246e+00  4.8544097e+00
  1.0276095e+00  2.3279562e+00  1.2338595e+00  1.4096075e+00
  1.2578292e+00  3.7610264e+00  2.3300717e+00  2.3404779e+00]",laughing
"[-3.4579221e+02  4.2411186e+01  4.8492484e+00  9.5239935e+00
  5.0127949e-04  4.8004036e+00 -4.9070015e+00  6.3540521e+00
  3.0881732e+00  1.8213506e+00  4.0222988e+00 -1.0572431e+00
 -2.5083284e+00  4.1973743e+00 -1.6380283e+00  1.4392631e+00
 -1.2809731e+00 -1.4862773e-01 -1.4343719e+00 -1.1274406e+00
  5.7394552e-01  1.1613449e+00  1.1819391e-01 -1.0336871e+00
  1.8769808e-01 -2.0942889e-01 -3.5305476e-01 -3.8397336e-01
 -9.9005789e-01  4.9167633e-02 -4.7136456e-01  9.4462150e-01
 -1.0423408e+00  4.7566050e-01 -1.3184473e-01  7.1779549e-01
  4.4875681e-01  6.5199846e-01  2.0886067e-02  8.1489521e-01]",laughing
"[-1.65909088e+02  1.06073105e+02 -5.79759836e-01  3.16882915e+01
  4.75595713e+00  1.41855879e+01  4.00511837e+00  4.59363937e+00
  4.54070950e+00  1.58524675e+01  3.61433244e+00  5.59677696e+00
  6.24028301e+00  9.47274780e+00  2.19096947e+00  5.84039879e+00
  2.86642432e+00  7.35406923e+00  3.46409798e+00  5.00194883e+00
  2.60619020e+00  3.78334641e+00  2.33305823e-02  3.76103878e+00
 -1.79395556e-01  1.38932729e+00  1.30200416e-01  3.51719618e+00
 -6.59435153e-01 -2.80999351e+00 -8.08368385e-01 -1.74203885e+00
 -2.74381447e+00  1.62622726e+00 -2.09804630e+00 -9.87087727e-01
 -4.54631001e-01  6.27149463e-01 -1.17244995e+00  3.51032794e-01]",laughing
"[-3.18108521e+02  3.27671852e+01 -4.70329933e+01  5.10971975e+00
 -2.51939831e+01 -1.11674261e+01  1.23108110e+01 -4.72261620e+00
  1.16713505e+01 -1.32579148e+00 -4.07719469e+00  1.08203783e+01
 -1.46437097e+00 -2.18425322e+00  4.64065409e+00  1.87142456e+00
  1.03071705e-02  2.81648588e+00  1.60255730e+00  1.65368542e-01
 -2.00211096e+00  4.39278555e+00  1.37850189e+00  3.13062763e+00
  1.90960085e+00  1.06855023e+00  4.80507088e+00  7.64763165e+00
  3.10994005e+00  5.62992573e+00  7.88012803e-01  9.53226209e-01
  9.96181726e-01  4.32624245e+00  1.10221088e+00 -1.01489954e-01
  1.04507220e+00  1.85806334e+00  6.82960391e-01  3.59163809e+00]",laughing
"[-3.95595856e+02  2.44991169e+01 -6.26024132e+01  1.11439476e+01
 -7.38450289e+00  2.77047610e+00 -3.82857323e+00 -9.15407181e+00
 -4.38822865e-01 -2.21382117e+00 -3.26262295e-01  7.29345798e+00
  4.10459661e+00  1.40551305e+00 -2.97008395e+00  7.06488895e+00
  8.28041553e+00  1.10907183e+01  5.94297791e+00  2.75609899e+00
 -2.91902947e+00  2.76700616e+00  2.29524858e-02  2.38190055e+00
  3.65031451e-01 -2.49017000e+00 -1.10293567e-01 -1.27177596e+00
  7.18110383e-01 -1.31912541e+00  2.11204195e+00  3.77078748e+00
  5.24167657e-01  1.09991424e-01  3.43968034e-01  3.09558105e+00
  1.81597376e+00  3.47952247e-01 -8.42584670e-02  4.25477862e-01]",laughing
"[-2.3528209e+02  1.0175575e+01 -1.2029813e+02  1.1426850e+01
 -1.0588374e+01  9.9736366e+00 -1.3726887e+01 -9.2449303e+00
  1.8839312e+00  4.5149145e+00  6.8210592e+00  1.2964790e+01
  1.7897997e+01  8.8969707e+00  5.7600193e+00  5.4975276e+00
 -8.7731141e-01  8.6504078e+00 -2.8019347e+00  2.2957256e+00
 -4.6865840e+00  3.7368067e-02  3.4453826e+00  3.7892885e+00
  3.9073260e+00 -1.5243460e+00  3.3218122e+00  4.1894379e+00
 -1.3778257e+00 -3.9860988e-01  1.2619883e+00  3.5221891e+00
  1.7024940e+00  4.7352648e+00  2.2902460e+00  3.5335711e-01
  6.9487268e-01  7.7910669e-02 -6.4269412e-01  5.1069641e+00]",laughing
"[-251.11472     170.21805     -72.54001     -47.967354     -9.482866
    1.0095458   -16.918753      0.74863464    1.096526     23.378603
    7.663515    -11.216981     -2.8615706    -2.924465      1.3226969
    6.6851287     5.9519176     5.1084056     3.8678896     6.0160456
    2.8756104     5.979003      5.112165      3.4624903     0.6548795
   -2.279471     -3.035477     -1.5011615    -4.8733616     0.810292
    7.4701843     5.598159     -2.3535922     1.2403761     2.418347
   -2.1732187    -2.5623953     0.26611638    3.2954082     1.3235556 ]",laughing
"[-247.90216      66.58961     -75.79839     -13.731963    -30.425365
  -22.255684    -10.389958     -6.8384614     7.4866977    16.079153
  -10.860759     17.206152      0.70751023   15.054224     -5.133303
    9.261721     14.03527       9.62885       2.8469753    11.202439
    1.8402392     6.2728057     6.0571437     6.596651      3.8530896
    9.282778      0.53170586    6.127403      3.1226592     5.450253
    3.0749094     5.519303      3.1054225     5.857977      2.0475004
    7.158443      2.8724706     6.3937397     0.37714878    6.2822967 ]",laughing
"[-2.19530670e+02  7.38387070e+01 -7.54703979e+01 -7.41193295e+00
 -1.92092686e+01 -1.17830257e+01 -6.93929148e+00 -8.04749966e+00
 -2.18353596e+01 -3.24113560e+00 -1.37670774e+01 -6.83193588e+00
  1.10996475e+01 -2.55107450e+00  8.80150378e-01 -6.56110907e+00
 -5.84347725e+00  3.19649243e+00 -6.68076992e+00 -1.16135120e+00
 -9.26019609e-01 -1.64229023e+00 -3.09182525e+00 -3.86557102e+00
 -2.92917800e+00 -1.78498328e+00 -2.26677680e+00 -6.66682184e-01
 -2.12033391e+00  6.12909533e-02 -2.95865273e+00  9.77363825e-01
 -2.95156860e+00 -1.44802749e+00 -8.72689188e-01  1.42443228e+00
 -3.32333279e+00  1.86044621e+00 -4.40188026e+00  2.71403313e+00]",laughing
"[-4.0010678e+02  5.8142441e+01 -2.0732119e+01  1.8383888e+00
 -1.0534618e+01 -1.4798094e+01 -4.9217067e+00  1.6204617e+01
 -1.4589465e+01 -1.0207427e+01  1.1513404e+01 -1.3821716e+00
  5.3555694e+00 -4.5059566e+00 -1.6249509e+00 -7.8665137e+00
 -7.5270596e+00  1.0274369e+00  9.2211533e-01  3.0899984e-01
 -2.5528178e+00  3.9162321e+00 -4.4797659e+00  3.1097498e+00
 -1.3074324e+00  1.9350606e-01 -4.9909353e+00 -1.3360663e-01
 -1.1615225e+00  1.8049258e+00  3.0201012e-01  2.6365897e-01
 -5.6674987e-01 -2.1599991e+00 -2.4401337e-01 -1.1231420e+00
 -2.1836481e+00 -3.1270221e-01 -1.6535105e+00  6.0919607e-01]",laughing
"[-2.1190527e+02  5.0275616e+01 -4.8187824e+01  3.4156605e+01
 -1.0087585e+01 -3.3334765e+00 -1.1903735e+00  1.5494367e-01
  6.8213367e+00  1.8163969e+01 -7.5529513e+00  6.3846321e+00
  1.3264544e+01  6.4176116e+00  4.7326536e+00  5.2952662e+00
  7.2037253e+00  1.4796882e+01 -2.2496672e-01  6.7171693e+00
  6.9251676e+00  3.7272604e+00  4.4010115e+00  7.1630993e+00
  1.3094962e+00  5.6543207e+00  6.6663486e-01  7.1868186e+00
  3.6430994e-01  6.6911554e+00  5.7524357e+00  2.1709013e+00
  2.9726315e+00  7.9279261e+00  2.3859930e+00  8.1888552e+00
  3.7474561e+00  3.7480910e+00  3.6670096e+00  6.8158779e+00]",laughing
"[-4.0920450e+02  8.5123589e+01 -9.5909233e+00  9.8300085e+00
 -2.6977935e+00  3.9512706e+00 -4.7469015e+00 -6.9402318e+00
 -2.1131339e+00  3.4967601e+00 -6.7276826e+00 -4.7946844e+00
 -7.0772052e+00  2.3110478e+00 -7.5384755e+00 -5.6493678e+00
 -5.4119916e+00  7.6948208e-01 -2.3745909e+00 -3.7626855e+00
 -2.6787329e+00 -4.8351872e-01 -4.5222745e+00 -6.9146639e-01
 -3.9586432e+00 -1.0669664e+00 -3.2439029e+00 -8.6045021e-01
 -2.7692120e+00 -4.0734163e-01 -2.2553465e+00  1.4889054e+00
 -6.3854975e-01  1.7971193e+00 -3.6381936e-01  1.4898829e+00
 -1.4776021e+00  7.3012012e-01 -8.2615733e-01  3.9558518e-01]",laughing
"[-2.89670929e+02  1.18485954e+02 -1.06229792e+01  6.11619997e+00
 -1.55783854e+01 -7.38844299e+00 -2.09800072e+01 -5.74173641e+00
  2.03662872e+01  3.38759542e-01  1.00351465e+00 -5.12800074e+00
  7.16537189e+00 -2.09755969e+00  1.50864697e+00  1.04113770e+01
  9.00000572e+00  4.10989285e+00  9.35587943e-01  1.89322865e+00
  1.65098333e+00 -5.94892168e+00 -1.86648536e+00  2.31444287e+00
 -3.73669386e-01 -3.25955009e+00  1.83504570e+00 -2.76332688e+00
 -1.87213612e+00  3.98792058e-01 -5.45056486e+00  2.98706323e-01
  5.07905841e-01 -4.87256497e-01  1.46905720e+00 -6.34611607e-01
 -6.67940795e-01 -9.31206286e-01 -2.78880191e+00 -7.14925155e-02]",laughing
"[-2.55511002e+02  1.22074326e+02 -2.58789520e+01  1.39516296e+01
 -1.75498581e+01 -1.02048960e+01 -2.27198219e+01 -3.08870673e-01
  9.72435379e+00 -1.09370623e+01  3.34569764e+00 -7.65141821e+00
  9.64253616e+00 -1.84077430e+00 -1.11598827e-01  1.51196766e+01
  5.60454321e+00 -6.76567698e+00  1.08254004e+01  2.27064681e+00
 -4.63137865e-01  2.26796293e+00 -1.30439013e-01  4.04974556e+00
 -1.61209583e+00 -2.67731380e+00  1.96654224e+00 -2.52607274e+00
  1.02502131e+00 -5.28673470e-01 -2.13231117e-01  2.05852151e+00
 -2.18755269e+00  1.12459576e+00 -8.57861996e-01 -1.69056392e+00
  1.83594778e-01 -1.67830455e+00 -1.53255129e+00  2.71126963e-02]",laughing
"[-2.4505849e+02  7.4467178e+01 -4.6726074e+01  3.1950813e+01
 -1.1157119e+00 -7.4486065e+00  1.6471817e+01 -1.0308746e+01
 -3.3789051e+00  1.6069370e+01 -1.0874091e+01 -5.2946630e+00
 -7.8084807e+00  6.4700398e+00  5.1358299e+00 -1.3209509e+00
  1.7618324e+00  9.1060305e+00  1.4682346e-03  1.2336444e+00
 -6.3137424e-01  1.3056078e+00  2.9756322e+00  6.4665656e+00
 -1.9551684e+00  1.1898634e+00  2.0238774e+00  1.9683230e+00
 -2.8574457e+00  1.3395953e+00 -2.5473063e+00  1.8118788e+00
 -2.4659746e+00 -9.7022855e-01 -6.7837030e-01  2.0265949e+00
 -1.6948705e+00  1.3250909e+00 -1.8227328e+00  1.0811616e+00]",laughing
"[-2.48912369e+02  8.15964432e+01 -3.58069458e+01  1.36242638e+01
 -3.71969948e+01 -1.54411192e+01 -1.13384409e+01 -3.29497032e+01
 -1.47074175e+01 -2.12630939e+01 -1.31856670e+01 -6.63675785e+00
 -2.35964417e+00 -3.68514681e+00  5.71338463e+00  1.00505934e+01
  8.35017395e+00  7.51372766e+00  8.91253173e-01  3.72317410e+00
  2.94780540e+00  4.30310678e+00  9.54581350e-02  6.28920364e+00
 -1.14148581e+00  1.64145410e+00  6.05207503e-01  3.12019086e+00
  3.41814232e+00  3.27287793e+00 -7.23343939e-02  2.34209251e+00
 -3.35667610e-01  4.24246550e+00 -2.47599769e+00  3.11126351e+00
 -7.46300161e-01  3.15175605e+00  1.35363913e+00  1.87022078e+00]",laughing
"[-2.5378889e+02  7.0489204e+01 -3.3123707e+01  1.2313239e+01
 -5.4277987e+00  9.7783518e+00  5.0363121e+00 -1.0789819e+00
 -3.5207803e+00  5.4531664e-02 -3.6270463e-01  1.6585022e+00
  5.3930181e-01  1.0527593e+01 -1.6434855e+00  2.7742906e+00
 -9.9377376e-01  4.7651405e+00  2.6662858e+00  7.1927075e+00
 -2.0645964e+00  2.9743534e-01  2.2959273e+00  2.9401853e+00
  3.3920276e+00  5.4489551e+00  6.3495594e-01  4.1006985e+00
 -1.2146912e+00  1.8830221e+00  1.9371680e+00  5.3205438e+00
  6.2465322e-01  4.4836173e+00 -1.4795855e+00  4.0873475e+00
 -2.2980087e-01  3.4480071e+00  9.4486398e-01  7.6851726e-01]",laughing
"[-3.8975223e+02  6.6294113e+01 -4.3026543e+00 -4.6720710e+00
 -4.5630641e+00  2.3130215e+01 -2.1493433e+01 -1.1996149e+01
 -1.2317528e+01 -1.3570518e+01  6.3220439e+00  1.2605201e+00
 -2.1903560e+00 -4.9527669e+00 -6.6292949e+00  1.5124175e+01
 -7.7630389e-01 -3.5146010e+00  1.1084391e+00  2.8088284e+00
 -2.7738273e-01  1.8468348e+00  2.8547049e+00  3.5774379e+00
  3.0140507e+00  1.2820636e+00  2.8069742e+00  1.1801397e+00
  3.0965068e+00  4.2218328e-01  2.5940771e+00  4.0698557e+00
  4.5776609e-01  4.9251180e+00 -5.6598556e-01  2.4428608e+00
 -9.3309212e-01 -4.3577841e-01  4.5528913e-01  9.0816909e-01]",laughing
"[-2.00168839e+02  5.01705589e+01 -6.08597145e+01 -1.58491335e+01
 -2.17850685e+01  9.92428780e+00 -2.08744297e+01 -3.23719907e+00
  1.39937088e-01 -3.69968748e+00  1.18592854e+01  1.14789467e+01
 -1.20475638e+00 -2.40336657e+00  6.40512526e-01  9.31317711e+00
 -2.78521776e+00  3.02463627e+00  4.20949936e+00  5.58301449e+00
 -2.53641820e+00  8.32609940e+00  5.75098753e+00  2.54006839e+00
  1.36860907e+00  3.36946058e+00  1.73711765e+00  3.33908057e+00
  1.83287358e+00  2.73413372e+00  1.25709152e+00  7.66408682e-01
  4.09041119e+00  2.79159188e+00  8.09605539e-01  1.70329976e+00
  7.14545131e-01  4.39522505e+00 -7.27498889e-01  2.72115803e+00]",laughing
"[-5.4997864e+02  1.1583736e+01 -9.7876501e+00  4.6615574e-01
  7.5145680e-01 -1.0734980e+00 -5.8496060e+00 -5.3978486e+00
 -7.5365882e+00 -3.8914585e+00 -4.8404760e+00 -1.9692032e+00
 -3.0578201e+00 -6.2550694e-01 -8.2005477e-01  4.5474562e-01
 -1.8552251e+00 -1.5861131e-01 -4.7179672e-01 -5.3838607e-02
  4.4530880e-01  7.7951235e-01 -1.4888785e+00 -4.0810168e-01
 -2.1594663e+00 -4.4424903e-01 -1.3162659e+00 -1.5060859e+00
 -1.0744219e+00 -7.2380561e-01 -4.2487997e-01 -3.9635587e-01
 -3.3957952e-01  5.3065401e-01 -9.3047760e-02  1.1338655e+00
  6.5557015e-01  1.5945694e+00  3.8032767e-01  3.5949016e-01]",sneezing
"[-5.6482800e+02  1.7101519e+01  3.9772863e+00  2.6948590e+00
  4.9648519e+00  1.2453170e+00  2.8568990e+00  2.4680681e+00
  5.5535987e-02  3.0615549e+00  2.3703802e-01 -1.2283731e+00
 -2.9135206e-01  2.2569807e-02 -3.0184972e+00  2.1219595e-01
 -1.6902083e+00 -1.9824089e+00 -1.2125107e+00 -1.5760376e+00
 -3.6825423e+00 -8.9619917e-01 -1.6887404e+00  1.6155723e-02
  1.0861017e-02  6.3477999e-01 -4.3328550e-01  3.7435204e-01
 -4.6235693e-01 -1.8979928e-01 -1.8482512e+00 -1.9388729e-01
 -8.0976838e-01  5.9158783e-02 -4.6154672e-01 -2.1431096e-01
 -1.6689824e+00 -6.3663906e-01 -1.3865581e+00 -3.2648319e-01]",sneezing
"[-6.39497742e+02  1.45328512e+01 -2.43920326e+00  3.34725785e+00
 -5.71045697e-01  1.47976029e+00 -2.20961046e+00  1.66415238e+00
  1.31233358e+00 -1.19762254e+00 -6.74538016e-02 -4.87206489e-01
 -9.85438287e-01 -6.14420354e-01 -1.26295495e+00 -1.47370243e+00
 -1.00072694e+00 -1.16293228e+00 -1.28565824e+00 -3.97043645e-01
 -1.24463356e+00 -1.05155969e+00 -6.94366813e-01  3.49270463e-01
 -1.24672554e-01  7.81982958e-01 -4.92997199e-01 -3.92350793e-01
 -6.92028582e-01 -4.00158197e-01 -8.00297916e-01  8.89341906e-02
 -1.15802698e-01  2.27667931e-02 -8.69291961e-01 -3.51889789e-01
 -4.11458194e-01  3.30896139e-01 -3.15999448e-01 -3.62528980e-01]",sneezing
"[-6.6548291e+02  2.1296469e+01 -3.8578770e+00  2.1164355e+00
 -1.2085872e+01 -7.7030201e+00 -2.1559668e+00  1.8175046e+00
 -8.0227429e-01 -2.6400778e+00 -5.4055362e+00 -2.7313857e+00
 -2.4243600e+00  2.7996817e+00 -5.4475933e-01  1.8500838e+00
  8.1304127e-01  1.1438620e+00 -2.9510279e+00  1.9855857e+00
  1.9373788e-01  3.3965685e+00  1.6915740e+00  3.0557415e-01
  4.0164432e-01 -7.1983474e-01 -4.4968578e-01  1.0293428e+00
  5.0387686e-01  1.2128946e+00 -3.7862393e-01  1.4263240e+00
 -6.6214091e-01  1.0403119e+00 -1.2707938e+00 -5.9787905e-01
 -6.8814717e-02  1.3374941e+00 -5.4443127e-01  2.1735525e-01]",sneezing
"[-4.3103986e+02  2.5751261e+01 -1.2491915e+01 -5.5945735e+00
 -9.2767344e+00 -8.7887211e+00 -8.4225950e+00 -1.8133700e+00
 -3.4206944e+00 -5.9270020e+00 -5.8539042e+00 -2.3755345e+00
 -9.9277794e-01 -2.0694454e+00  5.3318912e-01  1.1400980e+00
 -2.9187880e+00  7.3931050e-01  1.3177367e+00  2.5068656e-01
  7.6008028e-01  2.1236598e+00  1.2890378e+00  4.5535922e-01
 -1.0133977e+00 -1.4946033e+00  1.4717384e-02  8.2180530e-01
 -1.6781136e-02  1.2157837e+00 -8.4592450e-01 -1.3656043e+00
 -1.1256689e+00 -1.0636113e+00 -1.7612307e+00 -9.8020881e-01
  4.2814657e-01  7.4502140e-01 -8.2503837e-01  1.2919213e-01]",sneezing
"[-4.5507458e+02  3.1590733e+01 -7.1254449e+00 -2.0714934e+00
 -1.9755102e+00 -3.8715708e+00 -3.4284506e+00  1.6984595e+00
 -1.2739664e+00 -3.1202717e+00 -2.3009613e+00  2.0646332e-01
  3.5456792e-01  4.4683766e-01 -3.3461428e+00 -2.7656293e+00
 -2.2997875e+00  3.0528790e-01 -3.6194398e+00 -9.9833328e-01
  9.6886702e-02 -1.5012112e-01 -7.2619885e-01 -8.7894058e-01
 -1.2449149e+00 -6.1828130e-01 -2.6058016e+00 -2.2321055e+00
 -1.3092269e+00 -2.3008928e+00 -2.2989569e+00  6.2995756e-01
 -1.7293927e-01  2.1779488e-01 -1.4869996e+00  2.9662937e-01
 -7.4818152e-01 -2.9848099e-01 -5.4254103e-01 -7.5202209e-01]",sneezing
"[-5.2711017e+02  1.0278101e+01  4.4203809e-01  3.3679750e+00
  2.7298629e+00  2.2903688e+00 -1.3640401e+00 -1.1383921e+00
 -9.6222872e-01 -1.2261870e+00 -5.0393474e-01 -6.4125848e-01
 -1.6080133e+00  4.1791472e-01 -2.4799556e-01  3.0248877e-01
 -7.9961771e-01  1.8344376e-02 -5.5025533e-02  4.8100212e-01
 -1.1424808e-01 -1.2175015e-01 -3.4535223e-01  5.8017546e-01
  3.1643029e-02  2.6466540e-01  1.2625673e-01 -3.1430835e-01
 -1.2994750e+00 -5.9369898e-01 -9.9590409e-01 -4.1738060e-01
 -4.0186810e-01 -6.1202580e-01 -7.1313250e-01 -1.0416324e-01
 -2.1297215e-01  4.1963461e-01  7.7143736e-02 -4.7680233e-02]",sneezing
